ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1767991_at	0.542665	6.49e-02	-2.068048	-4.6932	-0.549959	c0958	hypothetical protein
1760482_s_at	0.542665	6.50e-02	-2.06757	-4.694	-1.322719	modD///modD///ECs1694	molybdenum transport protein ModD///molybdenum transport protein ModD///molybdenum transport protein ModD
1766507_s_at	0.542665	6.50e-02	2.066913	-4.695	0.665952		
1761110_s_at	0.542665	6.51e-02	2.066857	-4.6951	0.567194	ydhZ///Z2703///ydhZ///ECs2382	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1768964_at	0.542665	6.51e-02	2.066811	-4.6952	0.47433	Z1443	hypothetical protein
1764542_at	0.542665	6.51e-02	-2.066719	-4.6953	-0.889917	c0331	ribokinase
1768054_s_at	0.542665	6.51e-02	2.066287	-4.696	0.707558		
1767881_at	0.542665	6.54e-02	-2.063654	-4.7001	-0.870137	c4210	minor fimbrial subunit
1763917_s_at	0.542665	6.55e-02	-2.06286	-4.7013	-0.681118		
1761619_s_at	0.542665	6.55e-02	2.062495	-4.7019	0.571028	recC///recC///recC	exonuclease V subunit gamma///exonuclease V (RecBCD complex), gamma chain///exonuclease V subunit gamma
1760889_s_at	0.542665	6.56e-02	2.062335	-4.7021	0.668602	escN///ECs4568	hypothetical protein///EscN
1769140_at	0.542665	6.56e-02	2.061856	-4.7029	0.440819	ompL	outer membrane porin L; putative sulpholipid porin
1767387_at	0.542665	6.57e-02	-2.0612	-4.7039	-1.041619	c0319	oligogalacturonide lyase
1768971_at	0.542665	6.58e-02	2.060525	-4.705	0.699381	Z3917	hypothetical protein
1768322_at	0.542665	6.58e-02	2.060457	-4.7051	0.802464		
1759911_s_at	0.542665	6.58e-02	-2.059684	-4.7063	-0.609541	ugpE///ugpE///ugpE///ECs4297	glycerol-3-phosphate transporter membrane protein///glycerol-3-phosphate transporter membrane protein///sn-glycerol-3-phosphate ABC transporter permease///glycerol-3-phosphate transporter membrane protein
1761952_at	0.542665	6.59e-02	2.059606	-4.7064	0.54271	aroG	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible
1768301_at	0.542665	6.59e-02	-2.059311	-4.7068	-0.45839	c3717	hypothetical protein
1768373_s_at	0.542665	6.59e-02	2.059071	-4.7072	0.587077	yfjR	CP4-57 prophage; putative DNA-binding transcriptional regulator
1759521_at	0.542665	6.59e-02	-2.05883	-4.7076	-0.602516	c2402	hypothetical protein
1761156_s_at	0.542665	6.60e-02	2.058326	-4.7084	0.479089		
1764476_at	0.542665	6.60e-02	-2.058172	-4.7086	-0.478625	yfcU	hypothetical protein
1759788_s_at	0.542665	6.61e-02	-2.057742	-4.7093	-1.486743	glpF///glpF///glpF///ECs4852	glycerol uptake facilitator protein///facilitated diffusion of glycerol///glycerol facilitator///glycerol facilitator protein
1763689_s_at	0.542665	6.61e-02	-2.057062	-4.7103	-0.464545	yheH///gspI	general secretion pathway protein I///general secretory pathway component, cryptic
1759290_at	0.542665	6.62e-02	-2.0564	-4.7114	-0.502343	c1426	cryptic prophage antitermination protein Q
1763966_s_at	0.542665	6.62e-02	-2.056348	-4.7115	-1.285099		
1767255_s_at	0.542665	6.63e-02	2.055845	-4.7122	0.867757	ybgQ///ECs0743	outer membrane usher protein///hypothetical protein
1767466_s_at	0.542665	6.63e-02	2.055285	-4.7131	0.632417	Z1530///ECs1273	hypothetical protein///FidL-like protein
1767759_at	0.542665	6.64e-02	-2.054727	-4.714	-1.994848	c3203	hypothetical protein
1765186_s_at	0.542665	6.64e-02	2.054446	-4.7144	0.95302	moaA///moaA///moaA///moaA	molybdenum cofactor biosynthesis protein A///molybdenum cofactor biosynthesis protein A///molybdopterin biosynthesis protein A///molybdenum cofactor biosynthesis protein A
1767743_s_at	0.542665	6.65e-02	-2.054093	-4.715	-0.7699	c3172///Z1884///ECs2178///ECs1631	head-tail joining protein of prophage///head-tail joining protein of prophage CP-933X///head-to-tail joining protein///head-to-tail joining protein
1769287_s_at	0.542665	6.65e-02	-2.053535	-4.7158	-1.458912	c1648///ECs1695	hypothetical protein///hypothetical protein
1766416_at	0.542665	6.65e-02	-2.053529	-4.7158	-1.015356	c4610	hypothetical protein
1760105_s_at	0.542665	6.65e-02	-2.053506	-4.7159	-0.658159	c2854	hypothetical protein
1763774_s_at	0.542665	6.66e-02	-2.053306	-4.7162	-0.645544	yheE///gspC	general secretion pathway protein C///general secretory pathway component, cryptic
1767954_s_at	0.542665	6.66e-02	-2.053172	-4.7164	-0.6233	hofD///gspO	leader peptidase///bifunctional prepilin leader peptidase/ methylase
1759457_at	0.542665	6.67e-02	-2.052238	-4.7179	-0.7681	c1890	hypothetical protein
1768465_at	0.542665	6.67e-02	2.052043	-4.7182	0.616159	Z4803	ATP-dependent DNA helicase
1768863_at	0.542665	6.67e-02	-2.051972	-4.7183	-1.215631	ylbB	allantoate amidohydrolase
1760906_s_at	0.544049	6.70e-02	-2.049672	-4.7218	-1.197802	ydgT///Z2631///cnu///ECs2334	oriC-binding nucleoid-associated protein///oriC-binding nucleoid-associated protein///nucleoid-associated oriC-binding protein; H-NS and StpA stabilizing factor///oriC-binding nucleoid-associated protein
1767945_at	0.544049	6.70e-02	2.049506	-4.7221	0.798359	xylR	xylose operon regulatory protein
1765287_at	0.544148	6.71e-02	2.048776	-4.7232	0.548629	yfdZ	aminotransferase
1764051_s_at	0.544148	6.71e-02	2.048379	-4.7239	0.518825	gatC///ECs2895	PTS system galactitol-specific enzyme IIC///PTS system galactitol-specific enzyme IIC
1760309_s_at	0.544148	6.72e-02	2.047463	-4.7253	0.689929	Z3390///ECs3027	salicylate hydroxylase///salicylate hydroxylase
1760153_at	0.544148	6.73e-02	2.046631	-4.7266	0.612364	yiaO	2,3-diketo-L-gulonate-binding periplasmic protein
1767495_at	0.544148	6.74e-02	2.046208	-4.7272	0.788265	ECs5267	hypothetical protein
1763451_s_at	0.544148	6.74e-02	2.046128	-4.7274	0.523638	yegE///Z3235m	sensor protein///sensor protein
1759075_at	0.544148	6.74e-02	2.04607	-4.7274	0.761111	ggt	gamma-glutamyltranspeptidase
1766194_s_at	0.544326	6.75e-02	2.045057	-4.729	0.510767	mrdB///mrdB///ECs0672	cell wall shape-determining protein///cell wall shape-determining protein///cell wall shape-determining protein
1761084_s_at	0.544326	6.75e-02	-2.044928	-4.7292	-0.572823	ECs5414///Z1627///Z1188	hypothetical protein///hypothetical protein///hypothetical protein
1763021_at	0.544919	6.76e-02	-2.043808	-4.731	-0.630094	c4978	hypothetical protein
1764893_s_at	0.544962	6.77e-02	-2.043288	-4.7318	-1.042392	yfcZ///Z3606///yfcZ///ECs3226	hypothetical protein///hypothetical protein///UPF0381 family protein///hypothetical protein
1766110_s_at	0.544991	6.78e-02	2.042688	-4.7327	1.106048	Z2142///ECs2164	tail component of prophage CP-933O///minor tail protein
1764997_at	0.544991	6.78e-02	-2.042311	-4.7333	-0.658943	c4207	fimbrial adhesin
1760605_at	0.54525	6.79e-02	-2.041319	-4.7348	-0.700026	c5356	hypothetical protein
1760842_s_at	0.54525	6.80e-02	2.040585	-4.736	0.44646		
1768011_s_at	0.54525	6.80e-02	2.040454	-4.7362	0.648608	Z1596///Z1157	hypothetical protein///hypothetical protein
1766484_at	0.54525	6.80e-02	2.040144	-4.7367	0.746904	ycjU	beta-phosphoglucomutase
1767859_s_at	0.545969	6.82e-02	2.03862	-4.739	0.930306	ordL///ECs1878	oxidoreductase///oxidoreductase
1765182_s_at	0.545969	6.84e-02	2.037281	-4.7411	0.673178		
1766599_at	0.545969	6.85e-02	-2.036534	-4.7423	-0.708032	c4594	hypothetical protein
1767724_s_at	0.545969	6.85e-02	-2.036382	-4.7425	-0.450356	radC///radC///yicR///radC	DNA repair protein RadC///DNA repair protein RadC///UPF0758 family protein///DNA repair protein RadC
1761272_s_at	0.545969	6.85e-02	-2.036326	-4.7426	-0.585505		
1769165_at	0.545969	6.86e-02	2.035724	-4.7435	0.809592	ybgQ	putative outer membrane protein
1766132_at	0.545969	6.86e-02	-2.035658	-4.7436	-0.490209	yafL	lipoprotein yafL
1761436_s_at	0.545969	6.86e-02	2.03496	-4.7447	0.450353	yaeG///yaeG///cdaR///ECs0166	carbohydrate diacid transcriptional activator CdaR///carbohydrate diacid transcriptional activator CdaR///carbohydrate diacid regulon transcriptional regulator; autoregulator///carbohydrate diacid transcriptional activator CdaR
1766419_s_at	0.545969	6.87e-02	-2.034799	-4.7449	-0.618248		
1767679_s_at	0.545969	6.87e-02	-2.034671	-4.7451	-1.215712	c5314///ytfJ///ytfJ///ECs5194	hypothetical protein///hypothetical protein///putative transcriptional regulator///hypothetical protein
1760102_s_at	0.546075	6.88e-02	-2.033473	-4.747	-0.598186	yhdJ///yhdJ///yhdJ///ECs4134	methyltransferase///methyltransferase///DNA adenine methyltransferase, SAM-dependent///methyltransferase
1763231_s_at	0.546075	6.88e-02	-2.033193	-4.7474	-0.503168	Z2511	hypothetical protein
1763649_s_at	0.546075	6.89e-02	2.033131	-4.7475	0.615556		
1764188_s_at	0.546075	6.90e-02	2.032097	-4.7491	0.47203	ybdL///ybdL///ECs0639	aminotransferase///methionine aminotransferase, PLP-dependent///aminotransferase
1768085_s_at	0.546075	6.90e-02	2.032014	-4.7493	0.775944	yeiM///ECs3056	transport system permease///transport system permease
1761201_at	0.546075	6.92e-02	2.030511	-4.7516	0.503142	ECs1334	hypothetical protein
1763515_s_at	0.546075	6.92e-02	2.030475	-4.7516	0.476764		
1762809_s_at	0.546075	6.93e-02	2.029051	-4.7538	0.846537		
1761827_s_at	0.546075	6.94e-02	-2.028789	-4.7543	-0.511975	c4523	hypothetical protein
1765509_s_at	0.546075	6.94e-02	2.028787	-4.7543	0.523316	nikB///ECs4344	nickel transporter permease NikB///nickel transporter permease NikB
1760064_s_at	0.546075	6.94e-02	-2.02859	-4.7546	-0.47553	arcC///arcC///ybcF///ECs0583	carbamate kinase///carbamate kinase///putative carbonate kinase///carbamate kinase
1760439_s_at	0.546075	6.95e-02	-2.027494	-4.7563	-0.606814	hycF///hycF///hycF///ECs3576	formate hydrogenlyase complex iron-sulfur subunit///formate hydrogenlyase complex iron-sulfur subunit///formate hydrogenlyase complex iron-sulfur protein///formate hydrogenlyase complex iron-sulfur subunit
1767329_s_at	0.546075	6.95e-02	-2.027372	-4.7564	-0.632361		
1767644_s_at	0.546075	6.96e-02	2.0269	-4.7572	0.598965		
1762887_x_at	0.546075	6.96e-02	-2.026686	-4.7575	-0.677827	c5213	transposase IS629
1763417_s_at	0.546075	6.96e-02	2.026563	-4.7577	0.460244		
1759235_at	0.546075	6.97e-02	2.026142	-4.7584	0.773043	flgF	flagellar component of cell-proximal portion of basal-body rod
1764117_at	0.546075	6.99e-02	-2.023926	-4.7618	-0.572885	c3302	hypothetical protein
1765793_s_at	0.546075	6.99e-02	2.023854	-4.7619	0.690513	Z3260///ECs2900	fructose-bisphosphate aldolase///fructose-bisphosphate aldolase
1768801_at	0.546075	7.00e-02	2.023523	-4.7624	1.004603	c4942	hypothetical protein
1759889_at	0.546075	7.00e-02	2.023421	-4.7626	0.80382	c1357	hypothetical protein
1768193_s_at	0.546075	7.00e-02	-2.022928	-4.7633	-1.493553	ghxQ///c3462///Z4223///ECs3757	guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:H+ symporter///hypothetical protein///hypothetical protein///oxidoreductase
1765404_s_at	0.546075	7.01e-02	2.022856	-4.7634	0.523919		
1762586_at	0.546075	7.02e-02	-2.022052	-4.7647	-0.514996	c3560	hypothetical protein
1761660_s_at	0.546075	7.02e-02	-2.021517	-4.7655	-0.618245	rne///rne///rne///rne	ribonuclease E///ribonuclease E///endoribonuclease; RNA-binding protein;RNA degradosome binding protein///ribonuclease E
1767540_s_at	0.546075	7.03e-02	-2.020429	-4.7672	-0.742883	yeaJ///yeaJ///yeaJ///ECs2495	hypothetical protein///hypothetical protein///putative diguanylate cyclase///hypothetical protein
1761567_at	0.546075	7.04e-02	2.019856	-4.7681	0.701834		
1761881_s_at	0.546075	7.05e-02	2.019263	-4.769	0.657489	htrE///ECs0143	outer membrane usher protein///outer membrane usher protein
1759280_s_at	0.546075	7.05e-02	2.019148	-4.7692	0.865785	Z3231///ECs2870	hypothetical protein///hypothetical protein
1760958_s_at	0.546075	7.05e-02	-2.01877	-4.7698	-0.788595	fdoI///fdoI///fdoI///ECs4818	formate dehydrogenase-O subunit gamma///formate dehydrogenase-O subunit gamma///formate dehydrogenase-O, cytochrome b556 subunit///formate dehydrogenase-O subunit gamma
1760792_s_at	0.546075	7.06e-02	-2.0179	-4.7711	-0.875759	ECs5487	hypothetical protein
1768361_s_at	0.546075	7.06e-02	2.0179	-4.7711	0.461984	Z0489///ECs0442	hypothetical protein///hypothetical protein
1763708_at	0.546075	7.06e-02	-2.017868	-4.7711	-0.950567	actP	acetate permease
1762266_s_at	0.546075	7.08e-02	-2.016278	-4.7736	-0.94129	c3670///c5153///c0274///c1281	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1764529_s_at	0.546075	7.08e-02	2.016155	-4.7738	0.645625		
1765706_at	0.546075	7.10e-02	-2.014813	-4.7759	-0.662352	c0942	replication protein for prophage
1768734_at	0.546075	7.10e-02	-2.014472	-4.7764	-1.525492	malE	maltose ABC transporter periplasmic protein
1764023_s_at	0.546075	7.11e-02	-2.014097	-4.777	-1.162421	aldA///aldA///aldA///ECs2021	aldehyde dehydrogenase///aldehyde dehydrogenase///aldehyde dehydrogenase A, NAD-linked///aldehyde dehydrogenase
1763942_at	0.546075	7.11e-02	-2.013942	-4.7772	-1.024833	yhbU	protease yhbU
1766312_s_at	0.546075	7.11e-02	-2.013908	-4.7773	-0.50332	c1431///Z6054///Z2065///Z1349///Z3927///ECs2262///ECs2189///ECs3498///ECs1781	hypothetical protein///hypothetical protein///phage protein YjhS encoded within prophage CP-933O///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1759823_at	0.546075	7.12e-02	-2.013292	-4.7782	-1.116739	c4565	hypothetical protein
1763384_at	0.546075	7.12e-02	-2.01308	-4.7785	-0.889146	c0280	hypothetical protein
1762744_s_at	0.546075	7.12e-02	-2.01284	-4.7789	-0.582299	yoaG///yoaG///yoaG///ECs2505	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1761585_s_at	0.546075	7.13e-02	2.012579	-4.7793	1.306274	yheA///bfd	bacterioferritin-associated ferredoxin///bacterioferritin-associated ferredoxin
1762967_x_at	0.546075	7.14e-02	-2.011831	-4.7805	-0.447633	c3644	hypothetical protein
1767264_s_at	0.546075	7.14e-02	-2.01168	-4.7807	-0.816681	c0161	hypothetical protein
1762452_s_at	0.546075	7.15e-02	-2.010577	-4.7824	-0.479464	bglJ///bglJ///bglJ///ECs5326	DNA-binding transcriptional activator BglJ///DNA-binding transcriptional activator BglJ///bgl operon transcriptional activator///BglJ family transcriptional regulator
1768186_s_at	0.546075	7.15e-02	2.010462	-4.7826	0.504289	fhuF///fhuF///ECs5327	ferric hydroximate transport ferric iron reductase///ferric iron reductase involved in ferric hydroximate transport///ferric hydroximate transport ferric iron reductase
1766941_s_at	0.546075	7.16e-02	2.009808	-4.7836	0.913286		
1765722_s_at	0.546075	7.16e-02	-2.00968	-4.7838	-0.603453		
1760863_at	0.546075	7.18e-02	-2.008352	-4.7858	-0.631009	c0364	hypothetical protein
1766381_s_at	0.546075	7.18e-02	-2.008276	-4.786	-0.727611	kdgT///kdgT///kdgT///ECs4835	2-keto-3-deoxygluconate permease///2-keto-3-deoxygluconate permease///2-keto-3-deoxy-D-gluconate transporter///2-keto-3-deoxygluconate permease
1764707_s_at	0.546075	7.18e-02	2.008132	-4.7862	0.551349	tyrR///ECs1902	DNA-binding transcriptional regulator TyrR///DNA-binding transcriptional regulator TyrR
1764344_s_at	0.546075	7.18e-02	-2.008009	-4.7864	-0.640747	gip///gip///hyi///ECs0569	hydroxypyruvate isomerase///hydroxypyruvate isomerase///hydroxypyruvate isomerase///hydroxypyruvate isomerase
1765036_s_at	0.546075	7.20e-02	2.006966	-4.788	0.72725	yccV///yccV///hspQ///ECs1050	heat shock protein HspQ///heat shock protein HspQ///heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein///heat shock protein HspQ
1763785_s_at	0.546075	7.20e-02	-2.006682	-4.7884	-0.718259	c3915	hypothetical protein
1766287_s_at	0.546075	7.20e-02	-2.006244	-4.7891	-0.880204	ECs0805///ECs1170	hypothetical protein///C4-type zinc finger TraR
1767207_s_at	0.546075	7.20e-02	-2.006204	-4.7891	-0.692715	c1041///pflB///pflB///ECs0986	pseudo///formate acetyltransferase 1///formate C-acetyltransferase 1, anaerobic; pyruvate formate-lyase 1///formate acetyltransferase 1
1762223_s_at	0.546075	7.21e-02	-2.005708	-4.7899	-1.068426	c3811	hypothetical protein
1764103_s_at	0.546075	7.22e-02	2.00507	-4.7909	0.529505	hcaA1///hcaE///ECs3404	large terminal subunit of phenylpropionate dioxygenase///3-phenylpropionate dioxygenase, large (alpha) subunit///3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
1765218_s_at	0.546075	7.22e-02	2.004944	-4.7911	0.942592	ECs0371	hypothetical protein
1763804_at	0.546075	7.22e-02	2.004878	-4.7912	0.724183	c0277	hypothetical protein
1768553_s_at	0.546075	7.22e-02	2.004849	-4.7912	0.562995	aefA///mscK///ECs0518	potassium efflux protein KefA///mechanosensitive channel protein, intermediate conductance, K+ regulated///potassium efflux protein KefA
1761317_s_at	0.546075	7.23e-02	2.004459	-4.7918	1.029453	c2230	hypothetical protein
1766934_at	0.546075	7.23e-02	2.003749	-4.7929	0.520067	recG	ATP-dependent DNA helicase
1768205_at	0.546075	7.24e-02	2.003286	-4.7936	1.234422	ECs0272	transcription antitermination protein
1761176_s_at	0.546075	7.24e-02	2.003179	-4.7938	0.715685	yjiZ///lgoT///ECs5316	transport protein, cryptic, orf, joins former yjiZ and yjjL///putative L-galactonate:H+ symporter///transporter
1761579_s_at	0.546075	7.25e-02	-2.00232	-4.7951	-0.726187	yehL///yehL///yehL///ECs2927	hypothetical protein///hypothetical protein///putative hexameric AAA+ MoxR family ATPase///hypothetical protein
1759759_s_at	0.546075	7.25e-02	2.002218	-4.7953	0.585614	ompL///ompL	porin///outer membrane porin L
1768215_s_at	0.546075	7.26e-02	-2.0017	-4.7961	-0.906688	c1929///Z2208///ECs2105	hypothetical protein///hypothetical protein///hypothetical protein
1763075_at	0.546075	7.26e-02	2.001678	-4.7961	0.912599		
1763507_s_at	0.546075	7.26e-02	2.001349	-4.7966	0.70461	yhjG///ECs4404	hypothetical protein///hypothetical protein
1762498_s_at	0.546075	7.26e-02	2.001335	-4.7966	0.451826	Z3946///ECs3513	DNA binding protein///DNA binding protein
1766620_s_at	0.546816	7.29e-02	-1.999373	-4.7997	-0.658446	ydhC///ydhC///ydhC///ECs2369	inner membrane transport protein YdhC///inner membrane transport protein YdhC///putative arabinose efflux transporter///inner membrane transport protein YdhC
1761561_s_at	0.546816	7.30e-02	1.998482	-4.801	0.833659	Z3951	hypothetical protein
1768582_s_at	0.546816	7.31e-02	1.99779	-4.8021	0.793989	baeS///baeS///ECs2886	signal transduction histidine-protein kinase BaeS///sensory histidine kinase in two-component regulatory system with BaeR///signal transduction histidine-protein kinase BaeS
1768701_at	0.546816	7.31e-02	-1.997496	-4.8026	-0.939538	c4965	hypothetical protein
1767397_s_at	0.546816	7.31e-02	-1.997421	-4.8027	-1.073335	c1481	hypothetical protein
1766819_x_at	0.546816	7.31e-02	1.997124	-4.8031	0.560732	ECs3489	hypothetical protein
1762409_s_at	0.546816	7.32e-02	1.996956	-4.8034	0.828085	yjfG///mpl///ECs5210	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase///UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase///UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
1766713_at	0.546816	7.32e-02	-1.996816	-4.8036	-0.908912	focH	F1C fimbrial adhesin
1760378_s_at	0.546816	7.32e-02	-1.996326	-4.8044	-0.864837	deoA///deoA///deoA///deoA	thymidine phosphorylase///thymidine phosphorylase///thymidine phosphorylase///thymidine phosphorylase
1765083_at	0.546816	7.33e-02	-1.996109	-4.8047	-0.756022	rhaA	L-rhamnose isomerase
1768032_at	0.547488	7.35e-02	1.994543	-4.8071	0.640372	yhfS	FNR-regulated pyridoxal phosphate-dependent aminotransferase family protein
1768249_s_at	0.547488	7.36e-02	-1.993851	-4.8082	-0.532575	c4712	hypothetical protein
1764532_s_at	0.547488	7.36e-02	-1.993828	-4.8082	-0.57573	ECs5530///arfA///yhdL	hypothetical protein///alternate ribosome-rescue factor A///regulator
1761807_s_at	0.547488	7.37e-02	-1.992916	-4.8096	-0.700897	yicO///Z5153///adeQ///ECs4600	hypothetical protein///hypothetical protein///adenine permease, high affinity; adenine:H+ symporter///hypothetical protein
1764236_s_at	0.547488	7.37e-02	-1.992901	-4.8096	-0.477641	c1505	hypothetical protein
1766356_s_at	0.547488	7.37e-02	1.992683	-4.81	0.556967	Z3947///ECs3514	hypothetical protein///hypothetical protein
1764203_s_at	0.547488	7.37e-02	1.992301	-4.8105	0.468976	hycB///ECs3580	small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex)///formate hydrogenlyase subunit-7 component B
1761232_s_at	0.547817	7.38e-02	-1.991505	-4.8118	-1.922552	ygfO///ygfO///xanQ///ECs3755	purine permease ygfO///transporter///xanthine permease///transporter
1759335_s_at	0.54827	7.40e-02	-1.990512	-4.8133	-0.66672	yfdV///Z3635///yfdV///ECs3252	transporter YfdV///transporter YfdV///putative transporter///transporter YfdV
1765680_s_at	0.54827	7.40e-02	-1.990136	-4.8139	-0.80842	dnaC///dnaC///dnaC///ECs5321	DNA replication protein DnaC///DNA replication protein DnaC///DNA biosynthesis protein///DNA replication protein DnaC
1766646_s_at	0.548992	7.42e-02	1.988913	-4.8157	0.641935	Z5221///ECs4666	fimbrial protein///fimbrial protein
1767449_s_at	0.549877	7.43e-02	1.987515	-4.8179	0.543702	yqfA///Z4237///yqfA///ECs3771	hypothetical protein///oxidoreductase///hemolysin III family HylIII inner membrane protein///oxidoreductase
1765071_s_at	0.550664	7.46e-02	-1.985605	-4.8208	-0.640695	fur///fur///fur///fur	ferric uptake regulator///ferric uptake regulator///ferric iron uptake regulon transcriptional repressor; autorepressor///ferric uptake regulator
1763256_s_at	0.550664	7.46e-02	1.985192	-4.8215	0.561688	xerC///xerC	site-specific tyrosine recombinase XerC///site-specific tyrosine recombinase XerC
1761727_at	0.550664	7.47e-02	1.984774	-4.8221	0.739641	casA	CRISP RNA (crRNA) containing Cascade antiviral complex protein
1764667_s_at	0.550664	7.47e-02	-1.984375	-4.8227	-0.765678	uhpB///uhpB///uhpB///ECs4605	sensory histidine kinase UhpB///sensory histidine kinase UhpB///sensory histidine kinase in two-component regulatory sytem with UhpA///sensory histidine kinase UhpB
1762072_s_at	0.550664	7.48e-02	-1.98397	-4.8233	-0.582733		
1763571_s_at	0.550664	7.49e-02	-1.98337	-4.8243	-0.61191	c0394///c0395	hypothetical protein///hypothetical protein
1766752_at	0.550664	7.49e-02	1.98276	-4.8252	0.786771	ydaV	Rac prophage; putative DNA replication protein
1767760_s_at	0.550664	7.49e-02	-1.982754	-4.8252	-0.640547		
1766489_s_at	0.550664	7.50e-02	1.981935	-4.8265	1.253758	ybfA///ybfA///ybfA///ECs0728	hypothetical protein///hypothetical protein///DUF2517 family protein///hypothetical protein
1768805_s_at	0.550664	7.50e-02	1.981913	-4.8265	0.558529	ECs5413///Z1592///Z1153	hypothetical protein///hypothetical protein///hypothetical protein
1768311_at	0.550664	7.51e-02	-1.981481	-4.8272	-1.986571	c3459	selenate reductase subunit YgfN
1760495_s_at	0.550664	7.51e-02	1.981288	-4.8274	0.651031	ygcF///queE///ECs3633	hypothetical protein///7-carboxy-7-deazaguanine synthase; queosine biosynthesis///7-carboxy-7-deazaguanine synthase QueE
1763544_at	0.550664	7.51e-02	1.981007	-4.8279	0.608993	ECs4592	hypothetical protein
1764792_s_at	0.550961	7.52e-02	1.980251	-4.829	0.737812	yhbO///yhbO///ECs4034	hypothetical protein///stress-resistance protein///hypothetical protein
1763268_s_at	0.551351	7.54e-02	1.979099	-4.8308	1.092263	ybiB///ECs0878	glycosyl transferase///glycosyl transferase family protein
1768029_s_at	0.551351	7.54e-02	-1.978964	-4.831	-0.891873	yhdH///yhdH///acuI///ECs4125	hypothetical protein///dehydrogenase///putative acryloyl-CoA reductase///acrylyl-CoA reductase AcuI
1768133_s_at	0.551444	7.55e-02	-1.978353	-4.8319	-0.80209		
1768925_s_at	0.551444	7.56e-02	1.977591	-4.8331	0.888763	yhaD///garK///ECs4002	glycerate kinase///glycerate kinase I///glycerate kinase
1765041_s_at	0.551444	7.57e-02	1.976994	-4.834	0.644157	ycjF///ycjF///ECs1901	hypothetical protein///UPF0283 family inner membrane protein///hypothetical protein
1761590_s_at	0.551444	7.57e-02	-1.976839	-4.8343	-0.447985	cobS///cobS///cobS///cobS	cobalamin synthase///cobalamin synthase///cobalamin synthase///adenosylcobinamide-GDP ribazoletransferase
1766727_at	0.551444	7.57e-02	1.976706	-4.8345	0.440933	hisI	phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase
1763072_s_at	0.552589	7.59e-02	-1.974704	-4.8375	-0.399936	ygdE///ygdE///rlmM///ECs3666	RNA 2'-O-ribose methyltransferase///RNA 2'-O-ribose methyltransferase///23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent///23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM
1759182_s_at	0.552589	7.60e-02	-1.974431	-4.838	-0.449829	yhcN///yhcN///yhcN///ECs4111	hypothetical protein///hypothetical protein///cadmium and peroxide resistance protein, stress-induced///hypothetical protein
1759133_s_at	0.552589	7.60e-02	1.973896	-4.8388	0.600922	ycjW///ycjW///ECs1899	LACI-type transcriptional regulator///LacI family putative transcriptional repressor///LACI-type transcriptional regulator
1764867_at	0.552589	7.61e-02	1.973486	-4.8394	0.710625	ECs5542	hypothetical protein
1759338_s_at	0.552589	7.61e-02	1.973317	-4.8397	0.739398	pbpC///pbpC///ECs3385	penicillin-binding protein 1C///penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein///penicillin-binding protein 1C
1765045_s_at	0.552647	7.62e-02	1.972381	-4.8411	0.646695	Z2974///ECs2626	hypothetical protein///hypothetical protein
1759489_s_at	0.552647	7.63e-02	1.972171	-4.8414	0.762507	Z0317///ECs0280	tail fiber protein from prophage CP-933H///tail fiber protein
1759252_s_at	0.552647	7.63e-02	1.971968	-4.8417	0.491214		
1764559_s_at	0.552718	7.64e-02	-1.971462	-4.8425	-0.525979	yabO///yabO///rluA///ECs0062	23S rRNA/tRNA pseudouridine synthase A///23S rRNA/tRNA pseudouridine synthase A///dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent///23S rRNA/tRNA pseudouridine synthase A
1768358_s_at	0.552784	7.65e-02	-1.970451	-4.844	-0.913119	yaiY///Z0475///yaiY///ECs0429	hypothetical protein///hypothetical protein///DUF2755 family inner membrane protein///hypothetical protein
1769263_at	0.552784	7.65e-02	-1.970247	-4.8444	-1.034611	c1273	antigen 43
1768377_at	0.552784	7.66e-02	-1.969576	-4.8454	-0.575202	c0762	alcohol dehydrogenase
1762759_at	0.552784	7.67e-02	1.969154	-4.846	0.898929	ynjB	putative ABC transporter periplasmic binding protein
