ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1759132_at	1.50e-01	3.52e-02	2.37	-4.5035	0.290824	sokB	ncRNA
1763360_s_at	1.50e-01	3.52e-02	2.37	-4.50457	0.375075	yahI///ECs0372	carbamate kinase///carbamate kinase
1759550_at	1.50e-01	3.53e-02	-2.37	-4.50508	-0.209804	copA	copper transporter
1764684_at	1.50e-01	3.53e-02	-2.37	-4.50622	-0.389802	c3273	hypothetical protein
1762170_at	1.50e-01	3.53e-02	2.37	-4.50655	0.32938	yegK	ser/thr phosphatase-related protein
1766023_at	1.50e-01	3.53e-02	2.37	-4.50677	0.258315	c2397	hypothetical protein
1761010_s_at	1.50e-01	3.53e-02	2.37	-4.50712	0.369799	betA///ECs0357	choline dehydrogenase///choline dehydrogenase
1764796_s_at	1.50e-01	3.53e-02	2.37	-4.50744	0.30827	Z1808///ECs1546	hypothetical protein///head-tail adapotor
1759277_at	1.50e-01	3.54e-02	2.37	-4.50801	0.32048	ECs4946	DNA transposition protein
1766263_s_at	1.50e-01	3.54e-02	2.37	-4.50804	0.326649	yqgD///yqgD///yqgD///ECs3817	hypothetical protein///hypothetical protein///predicted inner membrane protein///hypothetical protein
1766697_at	1.50e-01	3.54e-02	2.37	-4.50833	0.301193	ECs3783	hypothetical protein
1759743_s_at	1.50e-01	3.54e-02	2.36	-4.50983	0.378967	papI///papI_2	PapI protein///PapI protein
1764753_x_at	1.50e-01	3.54e-02	-2.36	-4.51001	-0.888624	c3362	hypothetical protein
1764372_s_at	1.50e-01	3.55e-02	-2.36	-4.51057	-0.323047		
1762278_at	1.50e-01	3.55e-02	2.36	-4.51091	0.41779	rybA	ncRNA
1759118_s_at	1.50e-01	3.55e-02	2.36	-4.51122	0.255059	Z3240///ECs2880	hypothetical protein///hypothetical protein
1764803_s_at	1.50e-01	3.55e-02	2.36	-4.51194	0.320525	Z1546///ECs1286	fatty acyl chain dehydrase///(3R)-hydroxymyristoyl-ACP dehydratase
1759206_s_at	1.50e-01	3.55e-02	2.36	-4.51224	0.235907	yggV///ECs3830	deoxyribonucleotide triphosphate pyrophosphatase///deoxyribonucleotide triphosphate pyrophosphatase
1765381_s_at	1.50e-01	3.56e-02	2.36	-4.513	0.245297	Z2103///Z2059///Z1788///ECs2192///ECs1779///ECs1086	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///lipoprotein///hypothetical protein
1760246_s_at	1.50e-01	3.56e-02	2.36	-4.51308	0.45559	yhjN///bcsB///ECs4412	cellulose synthase regulator protein///regulator of cellulose synthase, cyclic di-GMP binding///cellulose synthase regulator protein
1764497_s_at	1.50e-01	3.56e-02	-2.36	-4.51376	-0.365813	c3055///Z3796///iscU///ECs3395	scaffold protein///scaffold protein///iron-sulfur cluster assembly scaffold protein///scaffold protein
1766762_s_at	1.50e-01	3.57e-02	2.36	-4.51696	0.264684	xylE///xylE///xylE	D-xylose transporter XylE///D-xylose transporter///D-xylose transporter XylE
1760257_s_at	1.50e-01	3.57e-02	-2.36	-4.51715	-0.278955	ydiA///ydiA///ppsR///ECs2410	hypothetical protein///hypothetical protein///PEP synthase kinase and PEP synthase pyrophosphorylase///hypothetical protein
1768118_s_at	1.51e-01	3.58e-02	-2.36	-4.51911	-0.411983	yigA///yigA///yigA///ECs4740	hypothetical protein///hypothetical protein///DUF484 family protein///hypothetical protein
1764327_s_at	1.51e-01	3.58e-02	2.36	-4.51923	0.634265	Z2042///ECs1764	hypothetical protein///hypothetical protein
1761598_s_at	1.51e-01	3.59e-02	2.36	-4.52102	0.325174	Z1516///ECs1262	hypothetical protein///hypothetical protein
1763545_s_at	1.52e-01	3.60e-02	-2.36	-4.52577	-0.394181	c0966	phage tail protein
1767942_at	1.52e-01	3.61e-02	2.35	-4.5271	0.341116	Z2255	Rhs element protein
1763767_s_at	1.52e-01	3.61e-02	2.35	-4.52766	0.242308	Z1536///ECs1278	usher protein///outer membrane usher protein
1759490_s_at	1.52e-01	3.62e-02	-2.35	-4.53069	-0.218885	hns///hns///hns///ECs1739	global DNA-binding transcriptional dual regulator H-NS///global DNA-binding transcriptional dual regulator H-NS///global DNA-binding transcriptional dual regulator H-NS///global DNA-binding transcriptional dual regulator H-NS
1768868_at	1.52e-01	3.62e-02	-2.35	-4.53141	-0.21852	c4510	hypothetical protein
1759627_s_at	1.52e-01	3.63e-02	2.35	-4.53143	0.294923	yjfL///c5269///yjfL///yjfL///ECs5160	hypothetical protein///hypothetical protein///hypothetical protein///UPF0719 family inner membrane protein///hypothetical protein
1761158_s_at	1.52e-01	3.63e-02	2.35	-4.53152	0.266626		
1761239_s_at	1.52e-01	3.63e-02	2.35	-4.53204	0.27419	ECs1379	hypothetical protein
1766289_x_at	1.52e-01	3.64e-02	2.35	-4.53408	0.206505	ECs2190	hypothetical protein
1765252_at	1.52e-01	3.64e-02	-2.35	-4.53418	-0.307534	iucB	IucB protein
1767888_s_at	1.52e-01	3.64e-02	2.35	-4.53422	0.202165	ydfZ///Z2156///ydfZ///ECs2150	hypothetical protein///hypothetical protein///selenoprotein, function unknown///hypothetical protein
1759710_at	1.52e-01	3.64e-02	2.35	-4.53445	0.245944	ybeR	uncharacterized protein
1768878_at	1.52e-01	3.64e-02	2.35	-4.53463	0.286146	ECs2006	BigA-like protein
1762108_s_at	1.52e-01	3.64e-02	-2.35	-4.53489	-0.410605		
1764385_at	1.52e-01	3.64e-02	2.35	-4.53509	0.239639	ECs4959	hypothetical protein
1766323_s_at	1.52e-01	3.64e-02	2.35	-4.53521	0.333029	Z3937///ECs3506	hypothetical protein///lipoprotein
1761545_s_at	1.52e-01	3.64e-02	2.35	-4.53654	0.323373	metH///metH	B12-dependent methionine synthase///B12-dependent methionine synthase
1760525_at	1.53e-01	3.66e-02	2.35	-4.54008	0.462146	rtcA	RNA 3'-terminal phosphate cyclase
1767481_s_at	1.53e-01	3.67e-02	2.35	-4.5427	0.340322	Z4776///Z4775///ECs4261	hypothetical protein///hypothetical protein///hypothetical protein
1768828_s_at	1.53e-01	3.67e-02	-2.35	-4.54303	-0.338861	hyaD///hyaD///hyaD///ECs1131	hydrogenase 1 maturation protease///hydrogenase 1 maturation protease///hydrogenase 1 maturation protease///hydrogenase 1 maturation protease
1765967_s_at	1.53e-01	3.67e-02	-2.35	-4.54348	-0.318664	c4938	hypothetical protein
1764204_s_at	1.53e-01	3.67e-02	-2.35	-4.54365	-0.363459	zntR///zntR///zntR///zntR	zinc-responsive transcriptional regulator///zinc-responsive transcriptional regulator///zntA gene transcriptional activator///zinc-responsive transcriptional regulator
1766706_s_at	1.53e-01	3.68e-02	-2.34	-4.5444	-0.226644	dld///ECs3020	D-lactate dehydrogenase///D-lactate dehydrogenase
1767790_at	1.53e-01	3.68e-02	2.34	-4.54443	0.262727	waaO	UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase
1765005_s_at	1.53e-01	3.68e-02	2.34	-4.54473	0.235815		
1766430_at	1.53e-01	3.68e-02	2.34	-4.54587	0.247431	c2428	hypothetical protein
1765436_at	1.53e-01	3.68e-02	2.34	-4.5463	0.228867	insK	IS150 transposase B
1761912_s_at	1.53e-01	3.68e-02	2.34	-4.54684	0.279808		
1764164_s_at	1.53e-01	3.69e-02	2.34	-4.54744	0.298349	csgE///csgE///csgE///ECs1416	curli assembly protein CsgE///curli assembly protein CsgE///curlin secretion specificity factor///curli assembly protein CsgE
1760470_s_at	1.53e-01	3.69e-02	2.34	-4.54758	0.29165	Z3083///ECs2948///ECs2724	tail fiber component M of prophage CP-933U///minor tail protein///minor tail protein
1768194_s_at	1.53e-01	3.69e-02	2.34	-4.54778	0.26286	Z6034///ECs2240	tail component of cryptic prophage CP-933P///tail length tape measure protein
1765649_s_at	1.53e-01	3.69e-02	2.34	-4.54787	0.289909		
1761008_at	1.53e-01	3.69e-02	2.34	-4.5488	0.264175		
1760098_s_at	1.53e-01	3.70e-02	2.34	-4.55007	0.211961	yghX///Z4353///ECs3884	pseudo///hypothetical protein///hypothetical protein
1763186_at	1.53e-01	3.70e-02	2.34	-4.55078	0.342197	racR	Rac prophage; putative DNA-binding transcriptional regulator
1766195_s_at	1.54e-01	3.70e-02	-2.34	-4.55152	-0.388547	yjiM///yjiM	hypothetical protein///putative 2-hydroxyglutaryl-CoA dehydratase
1760583_at	1.54e-01	3.71e-02	2.34	-4.55265	0.231225	c0080	hypothetical protein
1766332_s_at	1.54e-01	3.71e-02	2.34	-4.55336	0.237398	yqjH///yqjH///yqjH///ECs3952	hypothetical protein///hypothetical protein///putative siderophore interacting protein///hypothetical protein
1763792_at	1.54e-01	3.71e-02	2.34	-4.55354	0.223608	php	phosphotriesterase homology protein
1763540_x_at	1.54e-01	3.72e-02	-2.34	-4.55497	-0.346172	c5167///c5178///c0139///c1553///c1521///c1262///Z3095///Z2430///Z2376///Z2073///Z4503///Z1934///Z5880///Z4334///Z3924///Z3297///ECs2219///ECs3133///ECs2959///ECs2932///ECs3862///ECs4025///ECs3491///ECs1208///ECs5244///ECs2745///ECs1666///ECs1918	transposase IS629///transposase IS629///transposase IS629///transposase IS629///transposase IS629///transposase IS629///transposase encoded within prophage CP-933U///transposase for IS629///IS629 transposase within prophage CP-933R///transposase within CP-933O///transposase///transposase for IS629///transposase///IS629 transposase///transposase///transposase for IS629///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase///transposase
1765250_s_at	1.54e-01	3.72e-02	2.34	-4.55508	0.323909	Z1482///ECs1227	hypothetical protein///hypothetical protein
1761081_s_at	1.54e-01	3.72e-02	2.34	-4.55555	0.393986	cysS///cysS///cysS	cysteinyl-tRNA synthetase///cysteinyl-tRNA synthetase///cysteinyl-tRNA synthetase
1766217_s_at	1.54e-01	3.72e-02	-2.34	-4.5559	-0.211477	damX///damX///damX///ECs4230	hypothetical protein///hypothetical protein///cell division protein that binds to the septal ring///hypothetical protein
1768572_s_at	1.54e-01	3.72e-02	2.34	-4.55706	0.397575	yehP///yehP	hypothetical protein///VMA domain putative YehL ATPase stimulator
1759910_s_at	1.54e-01	3.73e-02	2.34	-4.5579	0.234307	Z3082///Z6033///Z2352///Z1815///ECs2238///ECs2947///ECs1555///ECs1116///ECs2723	tail fiber component L of prophage CP-933U///tail component of cryptic prophage CP-933P///tail component of prophage CP-933R///tail component L homolog encoded by prophage CP-933N///minor tail protein///minor tail protein///minor tail protein///minor tail protein///minor tail protein
1767624_s_at	1.54e-01	3.73e-02	-2.34	-4.55839	-0.294525	exbD///exbD///exbD///ECs3889	biopolymer transport protein ExbD///biopolymer transport protein ExbD///membrane spanning protein in TonB-ExbB-ExbD complex///biopolymer transport protein ExbD
1760421_at	1.54e-01	3.73e-02	2.34	-4.55882	0.257015	speF	ornithine decarboxylase
1768354_s_at	1.54e-01	3.73e-02	2.34	-4.55935	0.287235	Z5885///ECs5249	resolvase///resolvase
1762798_at	1.54e-01	3.74e-02	-2.34	-4.56063	-0.439031	yhaD	glycerate kinase I
1766745_s_at	1.54e-01	3.74e-02	2.33	-4.56128	0.310651	ecnB///ECs5586///ecnB///ecnB	entericidin B membrane lipoprotein///entericidin B membrane lipoprotein///entericidin B///entericidin B
1764559_s_at	1.54e-01	3.75e-02	2.33	-4.56333	0.216057	yabO///yabO///rluA///ECs0062	23S rRNA/tRNA pseudouridine synthase A///23S rRNA/tRNA pseudouridine synthase A///dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent///23S rRNA/tRNA pseudouridine synthase A
1759643_s_at	1.55e-01	3.75e-02	2.33	-4.56436	0.251975	Z4048///ECs3594	regulator///MarR family transcriptional regulator
1762779_s_at	1.55e-01	3.76e-02	-2.33	-4.56579	-0.271434	cobU///cobU///cobU///cobU	adenosylcobinamide kinase///adenosylcobinamide kinase///cobinamide kinase and cobinamide phosphate guanylyltransferase///adenosylcobinamide kinase/adenosylcobinamide phosphate guanyltransferase
1763893_s_at	1.55e-01	3.76e-02	2.33	-4.56687	0.304817	waaL///ECs4500	LPS biosynthesis rpteon///lipid A-core:surface polymer ligase
1768943_s_at	1.55e-01	3.77e-02	2.33	-4.56748	0.275334	Z4398	hypothetical protein
1759263_at	1.55e-01	3.77e-02	2.33	-4.56776	0.250934		
1762964_s_at	1.55e-01	3.78e-02	-2.33	-4.57082	-0.291626	gltX///gltX///gltX///gltX	glutamyl-tRNA synthetase///glutamyl-tRNA synthetase///glutamyl-tRNA synthetase///glutamyl-tRNA synthetase
1767208_s_at	1.55e-01	3.78e-02	-2.33	-4.57103	-0.286483	ribF///ribF///ribF///ECs0028	bifunctional riboflavin kinase/FMN adenylyltransferase///bifunctional riboflavin kinase/FMN adenylyltransferase///bifunctional riboflavin kinase/FAD synthetase///bifunctional riboflavin kinase/FMN adenylyltransferase
1767464_at	1.55e-01	3.78e-02	2.33	-4.57211	0.260325	yjhV	pseudo
1765712_s_at	1.55e-01	3.78e-02	-2.33	-4.57222	-0.231269	gph///gph///gph///ECs4227	phosphoglycolate phosphatase///phosphoglycolate phosphatase///phosphoglycolate phosphatase///phosphoglycolate phosphatase
1768899_at	1.55e-01	3.78e-02	2.33	-4.57223	0.219715	Z2986	tail fiber protein of prophage CP-933T
1761354_s_at	1.55e-01	3.79e-02	2.33	-4.57333	0.239869	fdnG///fdnG///fdnG///ECs2078	formate dehydrogenase, nitrate-inducible, major subunit///formate dehydrogenase-N, nitrate-inducible, alpha subunit///formate dehydrogenase-N, alpha subunit, nitrate-inducible///nitrate-inducible formate dehydrogenase-N alpha subunit
1759170_s_at	1.56e-01	3.79e-02	-2.33	-4.57453	-0.303804	pepA///pepA///pepA///ECs5237	leucyl aminopeptidase///leucyl aminopeptidase///multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor///leucyl aminopeptidase
1768804_s_at	1.56e-01	3.79e-02	2.33	-4.57465	0.353636	nagE///ECs0709	PTS system N-acetyl glucosamine specific transporter subunit IIABC///PTS system N-acetyl glucosamine specific transporter subunit IIABC
1766914_s_at	1.56e-01	3.80e-02	2.33	-4.57484	0.246008		
1767348_at	1.56e-01	3.80e-02	-2.33	-4.57589	-0.305196	ybfF	hypothetical protein
1767925_s_at	1.56e-01	3.80e-02	-2.33	-4.57604	-0.452954	yceK///yceK///yceK///ECs1428	hypothetical protein///hypothetical protein///outer membrane integrity lipoprotein///hypothetical protein
1766370_at	1.56e-01	3.80e-02	2.33	-4.57679	0.294848	yjiT	pseudo
1768450_s_at	1.56e-01	3.81e-02	2.33	-4.57728	0.271091		
1761917_s_at	1.56e-01	3.81e-02	-2.33	-4.57816	-0.482845	rplD///rplD///rplD///rplD	50S ribosomal protein L4///50S ribosomal protein L4///50S ribosomal subunit protein L4///50S ribosomal protein L4
1769121_s_at	1.56e-01	3.81e-02	-2.33	-4.57825	-0.278994	fucI///fucI///fucI///fucI	L-fucose isomerase///L-fucose isomerase///L-fucose isomerase///L-fucose isomerase
1764169_s_at	1.56e-01	3.81e-02	2.32	-4.57905	0.365321	Z4861///ECs4336	hypothetical protein///hypothetical protein
1767608_s_at	1.56e-01	3.81e-02	2.32	-4.5794	0.376774	Z0509///ECs0461	hypothetical protein///hypothetical protein
1764964_s_at	1.56e-01	3.82e-02	2.32	-4.58139	0.36101	Z0246///ECs0214	hypothetical protein///hypothetical protein
1762151_s_at	1.56e-01	3.83e-02	2.32	-4.58318	0.21526	fliT///fliT///fliT///ECs2665	flagellar biosynthesis protein FliT///flagellar biosynthesis protein FliT///putative flagellar synthesis and assembly chaperone///flagellar biosynthesis protein FliT
1767832_at	1.56e-01	3.83e-02	2.32	-4.5833	0.295246	yjhR	pseudo
1760601_s_at	1.56e-01	3.83e-02	-2.32	-4.58366	-0.300928	yadQ///yadQ///clcA///ECs0159	chloride channel protein///chloride channel protein///H(+)/Cl(-) exchange transporter///chloride channel protein
1765397_s_at	1.56e-01	3.84e-02	-2.32	-4.58519	-0.417094	yhhL///yhhL///yhhL///ECs4315	hypothetical protein///hypothetical protein///DUF1145 family protein///hypothetical protein
1763916_s_at	1.56e-01	3.84e-02	2.32	-4.58527	0.378444	recG///ECs4527	ATP-dependent DNA helicase RecG///ATP-dependent DNA helicase RecG
1762423_s_at	1.57e-01	3.84e-02	-2.32	-4.58697	-0.323755	ygiB///ygiB///ygiB///ECs3925	hypothetical protein///hypothetical protein///DUF1190 family protein///hypothetical protein
1765206_at	1.57e-01	3.85e-02	2.32	-4.58811	0.360152	ECs1168	hypothetical protein
1768821_s_at	1.57e-01	3.85e-02	-2.32	-4.58885	-0.330559	ybaU///ybaU///ppiD///ECs0495	peptidyl-prolyl cis-trans isomerase (rotamase D)///peptidyl-prolyl cis-trans isomerase///periplasmic folding chaperone, has an inactive PPIase domain///peptidyl-prolyl cis-trans isomerase
1764478_s_at	1.57e-01	3.85e-02	-2.32	-4.58913	-0.296352	c4294	hypothetical protein
1765493_at	1.57e-01	3.86e-02	-2.32	-4.58973	-0.31851	c3685	hypothetical protein
1760623_s_at	1.57e-01	3.86e-02	2.32	-4.59011	0.268674		
1767327_s_at	1.57e-01	3.86e-02	2.32	-4.59154	0.326286	c4275	hypothetical protein
1763325_at	1.57e-01	3.87e-02	2.32	-4.59211	0.267562		
1760773_s_at	1.57e-01	3.87e-02	-2.32	-4.59315	-0.25986	rplN///rplN///rplN///rplN	50S ribosomal protein L14///50S ribosomal protein L14///50S ribosomal subunit protein L14///50S ribosomal protein L14
1759951_s_at	1.57e-01	3.87e-02	2.32	-4.59398	0.379014		
1763234_s_at	1.57e-01	3.87e-02	-2.32	-4.59434	-0.219542	ECs3459	hypothetical protein
1759555_at	1.57e-01	3.88e-02	2.32	-4.5946	0.328751	glf	UDP-galactopyranose mutase, FAD/NAD(P)-binding
1765825_at	1.57e-01	3.88e-02	2.32	-4.59493	0.26684	c4526	ethanolamine utilization protein EutJ
1767226_s_at	1.57e-01	3.88e-02	2.32	-4.59504	0.253678	thiS///ECs5575///thiS	immediate sulfur donor in thiazole formation///sulfur carrier protein ThiS///sulfur carrier protein ThiS
1767224_s_at	1.57e-01	3.88e-02	-2.31	-4.59619	-0.240885	yciI///yciI///yciI///ECs1751	hypothetical protein///hypothetical protein///putative DGPF domain-containing enzyme///hypothetical protein
1759167_at	1.57e-01	3.89e-02	2.31	-4.5969	0.279551	Z1843	hypothetical protein
1763867_s_at	1.57e-01	3.89e-02	2.31	-4.59702	0.205492		
1762817_s_at	1.57e-01	3.89e-02	2.31	-4.59729	0.341831	Z4182///ECs3719	hypothetical protein///EprH
1767121_s_at	1.57e-01	3.89e-02	-2.31	-4.59749	-0.28292	ybaK///ybaK///ybaK///ECs0534	hypothetical protein///hypothetical protein///Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase///hypothetical protein
1764017_s_at	1.57e-01	3.89e-02	2.31	-4.59874	0.323339	Z2347///Z3312///ECs1989///ECs1120	copper-zinc superoxide dismutase encoded within prophage CP-933R///superoxide dismutase///copper/zinc-superoxide dismutase///copper/zinc-superoxide dismutase
1768003_s_at	1.57e-01	3.89e-02	-2.31	-4.59884	-0.405866	yedW///yedW///yedW///ECs2707	transcriptional regulatory protein YedW///transcriptional regulatory protein YedW///response regulator family protein///transcriptional regulatory protein YedW
1759554_s_at	1.57e-01	3.90e-02	2.31	-4.59938	0.287807	Z2088///ECs2211	hypothetical protein///hypothetical protein
1767865_s_at	1.57e-01	3.90e-02	-2.31	-4.59964	-0.267788	ygiP///ygiP///ttdR///ECs3943	transcriptional activator TtdR///transcriptional activator TtdR///transcriptional activator of ttdABT///transcriptional activator TtdR
1760791_at	1.57e-01	3.90e-02	2.31	-4.59976	0.251065	yphC	hypothetical protein
1760067_s_at	1.57e-01	3.90e-02	2.31	-4.59984	0.247046	Z1605///Z1166///ECs1345	hypothetical protein///hypothetical protein///hypothetical protein
1764196_s_at	1.57e-01	3.91e-02	2.31	-4.6021	0.317431	Z3508///yfaZ///ECs3138	hypothetical protein///outer membrane protein, putative porin///hypothetical protein
1767354_at	1.57e-01	3.91e-02	-2.31	-4.60222	-0.302598	ynfN	Qin prophage; cold shock-induced protein
1761890_s_at	1.57e-01	3.91e-02	2.31	-4.60239	0.207955		
1759525_at	1.58e-01	3.92e-02	2.31	-4.60471	0.299195		
1760387_s_at	1.58e-01	3.92e-02	-2.31	-4.60523	-0.372565	yieM///yieM///viaA///yieM	hypothetical protein///hypothetical protein///stimulator of RavA ATPase activity; von Willebrand factor domain protein///hypothetical protein
1761435_s_at	1.58e-01	3.92e-02	2.31	-4.60528	0.33102		
1767916_s_at	1.58e-01	3.92e-02	-2.31	-4.60593	-0.311218		
1763315_s_at	1.58e-01	3.93e-02	2.31	-4.60786	0.247692		
1767192_s_at	1.58e-01	3.93e-02	2.31	-4.60803	0.255027	sdaB///sdaB///sdaB///ECs3657	L-serine dehydratase 2///L-serine dehydratase///L-serine dehydratase 2///L-serine dehydratase
1765979_s_at	1.58e-01	3.93e-02	2.31	-4.60849	0.385778	Z3494///ECs3121	antibiotic efflux protein///antibiotic resistance protein
1761442_s_at	1.58e-01	3.93e-02	2.31	-4.60869	0.252778	c3676	hypothetical protein
1769139_s_at	1.58e-01	3.94e-02	2.31	-4.60925	0.239555	Z0651///rhsH///ECs0560	hypothetical protein///pseudo///protein RhsD
1760093_at	1.58e-01	3.94e-02	2.31	-4.61049	0.243707	ECs5292	hypothetical protein
1768229_s_at	1.58e-01	3.95e-02	-2.31	-4.6118	-0.400039	yieE///yieE///yieE///ECs4649	hypothetical protein///hypothetical protein///phosphopantetheinyl transferase superfamily protein///hypothetical protein
1767564_s_at	1.58e-01	3.95e-02	-2.31	-4.61255	-0.503205	c0381///Z0296///ykfJ///ECs0262	hypothetical protein///hypothetical protein///pseudo///hypothetical protein
1768853_s_at	1.58e-01	3.95e-02	-2.31	-4.61262	-0.272796	hisM///hisM///hisM///ECs3191	histidine transport system permease hisM///histidine transport, membrane protein M///histidine ABC transporter permease///histidine transport system membrane protein M
1767512_at	1.58e-01	3.95e-02	2.31	-4.61271	0.241179	c5432	hypothetical protein
1763480_s_at	1.58e-01	3.96e-02	2.30	-4.61416	0.448066	c3118	hypothetical protein
1759812_s_at	1.59e-01	3.97e-02	-2.30	-4.61756	-0.349596	znuC///znuC///znuC///znuC	high-affinity zinc transporter ATPase///high-affinity zinc transporter ATPase///zinc ABC transporter ATPase///high-affinity zinc transporter ATPase
1763615_at	1.59e-01	3.98e-02	-2.30	-4.61973	-0.399016	mutL	DNA mismatch repair protein
1764057_at	1.59e-01	3.98e-02	-2.30	-4.62043	-0.262297	malQ	4-alpha-glucanotransferase
1766202_s_at	1.59e-01	3.98e-02	2.30	-4.62062	0.240121	tap///tap///ECs2595	methyl-accepting protein IV///methyl-accepting protein IV///methyl-accepting protein IV
1761215_s_at	1.59e-01	3.99e-02	2.30	-4.62123	0.420804	ureD_2///ureD///ECs1321	urease accessory protein D///urease accessory protein D///hypothetical protein
1759748_s_at	1.60e-01	3.99e-02	-2.30	-4.6227	-0.397382	tolQ///tolQ///tolQ///ECs0772	colicin uptake protein TolQ///colicin uptake protein TolQ///membrane spanning protein in TolA-TolQ-TolR complex///colicin uptake protein TolQ
1762430_at	1.60e-01	4.00e-02	2.30	-4.62386	0.251597	mngB	alpha-mannosidase
1763526_s_at	1.60e-01	4.00e-02	2.30	-4.62554	0.258372	phnC///ECs5088	phosphonate/organophosphate ester transporter subunit///phosphonate/organophosphate ester transporter subunit
1762545_s_at	1.60e-01	4.01e-02	2.30	-4.62585	0.340577	Z2186///tam///ECs2126	trans-aconitate 2-methyltransferase///trans-aconitate methyltransferase///trans-aconitate 2-methyltransferase
1763980_s_at	1.60e-01	4.01e-02	2.30	-4.62705	0.351464	Z3123///ECs2762	hypothetical protein///phage replication protein
1762795_s_at	1.60e-01	4.02e-02	2.30	-4.62917	0.326286	ygfH///scpC///ECs3790	coenzyme A transferase///propionyl-CoA:succinate CoA transferase///coenzyme A transferase
1766778_at	1.60e-01	4.03e-02	2.29	-4.63078	0.209754	ldcC	lysine decarboxylase, constitutive
1762915_s_at	1.60e-01	4.03e-02	2.29	-4.63088	0.289594	yadS///yadS///yadS///ECs0161	hypothetical protein///hypothetical protein///UPF0126 family inner membrane protein///hypothetical protein
1768623_s_at	1.61e-01	4.03e-02	2.29	-4.63246	0.25382	intW///ECs1160	integrase for bacteriophage BP-933W///integrase
1760616_s_at	1.61e-01	4.04e-02	2.29	-4.6334	0.208172	Z1566///Z1127	hypothetical protein///hypothetical protein
1766414_s_at	1.61e-01	4.04e-02	-2.29	-4.63377	-0.22105	c2514///c0300	hypothetical protein///hypothetical protein
1765835_s_at	1.61e-01	4.04e-02	-2.29	-4.63397	-0.237303	cysB///cysB///cysB///cysB	transcriptional regulator CysB///transcriptional regulator CysB///N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor///transcriptional regulator CysB
1766518_s_at	1.61e-01	4.04e-02	2.29	-4.63431	0.266813	acpD///azoR///acpD	azoreductase///NADH-azoreductase, FMN-dependent///azoreductase
1759685_s_at	1.61e-01	4.04e-02	-2.29	-4.63464	-0.380233	araF///araF///araF///ECs2609	L-arabinose-binding periplasmic protein///L-arabinose-binding periplasmic protein///L-arabinose ABC transporter periplasmic binding protein///L-arabinose-binding periplasmic protein
1767485_at	1.61e-01	4.04e-02	2.29	-4.6347	0.256077	ybhK	putative CofD superfamily transferase
1762236_s_at	1.61e-01	4.05e-02	2.29	-4.63626	0.220029	ycaP///ycaP///ycaP///ECs0989	hypothetical protein///hypothetical protein///UPF0702 family putative inner membrane protein///hypothetical protein
1769184_at	1.61e-01	4.06e-02	-2.29	-4.63768	-0.312659	c3567	hypothetical protein
1767667_s_at	1.61e-01	4.06e-02	2.29	-4.6378	0.214015	Z5131///ECs4579	hypothetical protein///hypothetical protein
1768236_at	1.61e-01	4.06e-02	2.29	-4.63884	0.383377	yfcQ	putative fimbrial-like adhesin protein
1767879_at	1.61e-01	4.06e-02	2.29	-4.63913	0.291203	recC	exonuclease V (RecBCD complex), gamma chain
1764475_s_at	1.61e-01	4.07e-02	-2.29	-4.64049	-0.298292	ynbE///ynbE	hypothetical protein///lipoprotein
1760175_at	1.61e-01	4.08e-02	2.29	-4.64193	0.299191	ECs1588	transcriptional activator
1768578_at	1.62e-01	4.08e-02	2.29	-4.64278	0.260693	puuP	putrescine importer
1764456_s_at	1.62e-01	4.08e-02	2.29	-4.64335	0.308621		
1765621_at	1.62e-01	4.09e-02	2.29	-4.64434	0.303619	Z4801	ATP-dependent DNA helicase
1765581_at	1.62e-01	4.09e-02	2.29	-4.64447	0.228201	ycaK	putative NAD(P)H-dependent oxidoreductase
1761522_s_at	1.62e-01	4.09e-02	-2.29	-4.645	-0.360087	tsf///tsf///tsf///tsf	elongation factor Ts///elongation factor Ts///translation elongation factor EF-Ts///elongation factor Ts
1762835_at	1.62e-01	4.09e-02	-2.29	-4.64555	-0.447319	c0719	hypothetical protein
1766476_s_at	1.62e-01	4.09e-02	-2.29	-4.64629	-0.266667	c5165	hypothetical protein
1762625_at	1.62e-01	4.10e-02	2.29	-4.64681	0.338502	chbG	chito-oligosaccharide deacetylase
1767175_at	1.62e-01	4.10e-02	2.28	-4.64771	0.237188	ECs4950	hypothetical protein
1764182_at	1.62e-01	4.10e-02	2.28	-4.64771	0.326987	smrB	putative DNA endonuclease
1768907_at	1.62e-01	4.10e-02	-2.28	-4.6486	-0.640301	c1259	hypothetical protein
1761660_s_at	1.62e-01	4.10e-02	-2.28	-4.64861	-0.534184	rne///rne///rne///rne	ribonuclease E///ribonuclease E///endoribonuclease; RNA-binding protein;RNA degradosome binding protein///ribonuclease E
1759262_at	1.62e-01	4.11e-02	2.28	-4.64911	0.336265	Z2562	transposase (partial)
