ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1767210_s_at	0.58382891	7.58e-02	-1.984544	-5.1985	-0.12	sgaU///sgaU///ulaE///ECs5173	L-xylulose 5-phosphate 3-epimerase///L-xylulose 5-phosphate 3-epimerase///L-xylulose 5-phosphate 3-epimerase///L-xylulose 5-phosphate 3-epimerase
1762932_s_at	0.58382891	7.59e-02	1.984164	-5.19909	0.32592	cspB///cspB	cold shock-like protein cspB///Qin prophage; cold shock protein
1762515_s_at	0.58558016	7.63e-02	1.980306	-5.20504	0.17798		
1768212_s_at	0.58558016	7.64e-02	-1.980062	-5.20542	-0.16882	rfaC///rfaC///waaC///ECs4499	ADP-heptose:LPS heptosyl transferase I///ADP-heptose--LPS heptosyltransferase///ADP-heptose:LPS heptosyl transferase I///ADP-heptose--LPS heptosyltransferase
1763442_at	0.58558016	7.65e-02	-1.979296	-5.2066	-0.10826	birA	biotin--protein ligase
1761405_s_at	0.58558016	7.66e-02	-1.978621	-5.20764	-0.1393	c4222///Z4799///ECs4280	DNA processing protein///DNA processing protein///DNA processing protein DprA
1763638_s_at	0.58558016	7.66e-02	-1.978609	-5.20766	-0.17848	rplT///rplT///rplT///rplT	50S ribosomal protein L20///50S ribosomal protein L20///50S ribosomal subunit protein L20///50S ribosomal protein L20
1760161_s_at	0.58558016	7.66e-02	1.978006	-5.20859	0.3529	rdgC///rdgC///rdgC///rdgC	recombination associated protein///recombination associated protein///nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function///recombination associated protein
1760665_s_at	0.58558016	7.66e-02	-1.977981	-5.20863	-0.42712	c3040	hypothetical protein
1761211_s_at	0.58558016	7.67e-02	1.97748	-5.2094	0.19058		
1768717_s_at	0.5867608	7.69e-02	1.975655	-5.21221	0.23564	yeeF///yeeF///plaP///ECs2816	transport protein YeeF///amino acid/amine transport protein///putrescine importer, low affinity///amino acid/amine transport protein
1763753_at	0.58757092	7.71e-02	1.974214	-5.21443	0.34548	glpD	glycerol-3-phosphate dehydrogenase
1766796_s_at	0.58831863	7.73e-02	-1.972839	-5.21655	-0.20262	menF///menF///menF///ECs3153	menaquinone-specific isochorismate synthase///menaquinone-specific isochorismate synthase///isochorismate synthase 2///menaquinone-specific isochorismate synthase
1764572_s_at	0.58947963	7.75e-02	1.971042	-5.21931	0.37124	c3749///Z4370///ygiQ///ECs3900	hypothetical protein///hypothetical protein///Radical SAM superfamily protein///hypothetical protein
1767332_s_at	0.58977152	7.76e-02	-1.970137	-5.2207	-0.24362	ribD///ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase///bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
1765131_s_at	0.59010433	7.78e-02	1.968598	-5.22307	0.1387		
1766022_s_at	0.59010433	7.80e-02	1.967261	-5.22513	0.15812		
1761137_s_at	0.59010433	7.80e-02	1.967253	-5.22514	0.66928	malG///malG///malG///malG	maltose transporter permease///maltose ABC transporter permease///maltose transporter subunit///maltose transporter permease
1762802_s_at	0.59010433	7.81e-02	1.966625	-5.22611	0.17344		
1766189_s_at	0.59010433	7.82e-02	-1.96577	-5.22742	-0.2954	rlpA///rlpA///rlpA///ECs0671	rare lipoprotein A///rare lipoprotein A///septal ring protein, suppressor of prc, minor lipoprotein///rare lipoprotein A
1761592_at	0.59010433	7.83e-02	1.965331	-5.2281	0.11624	c1167	hypothetical protein
1759162_at	0.59010433	7.83e-02	1.965224	-5.22826	0.1292	serB	phosphoserine phosphatase
1763116_s_at	0.59010433	7.83e-02	-1.964979	-5.22864	-0.0957	flgA///flgA///flgA///flgA	flagellar basal body P-ring biosynthesis protein FlgA///flagellar basal body P-ring biosynthesis protein FlgA///assembly protein for flagellar basal-body periplasmic P ring///flagellar basal body P-ring biosynthesis protein FlgA
1761910_s_at	0.59082257	7.87e-02	-1.961865	-5.23342	-0.13274	c2728///yejO///yejO///ECs3081	hypothetical protein///ABC transporter ATP-binding protein///pseudo///ABC transporter ATP-binding protein
1760787_s_at	0.59082257	7.87e-02	-1.961815	-5.2335	-0.22012	flgE///flgE///flgE///flgE	flagellar hook protein FlgE///flagellar hook protein FlgE///flagellar hook protein///flagellar hook protein FlgE
1768328_s_at	0.59082257	7.87e-02	-1.961642	-5.23376	-0.27742	c0854	hypothetical protein
1765031_at	0.59082257	7.88e-02	-1.961499	-5.23398	-0.09608	c2500	hypothetical protein
1768921_s_at	0.59082257	7.88e-02	-1.961249	-5.23437	-0.24056	ypeA///Z3699///ypeA///ECs3305	acetyltransferase///acetyltransferase///GNAT family putative N-acetyltransferase///acetyltransferase YpeA
1760022_s_at	0.59133674	7.90e-02	-1.959603	-5.23689	-0.72356	c1051	hypothetical protein
1765168_s_at	0.59133674	7.90e-02	1.959401	-5.2372	0.19344	folX///folX///folX///folX	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase
1760957_s_at	0.59133674	7.91e-02	-1.958933	-5.23792	-0.15368	ycgC///ycgC///dhaM///ECs1703	dihydroxyacetone kinase subunit M///dihydroxyacetone kinase subunit DhaM///putative dihydroxyacetone-specific PTS enzymes: HPr, EI components///dihydroxyacetone kinase subunit DhaM
1765715_x_at	0.59176488	7.93e-02	-1.956956	-5.24096	-0.37354	ldrC///ldrA	toxic polypeptide, small///toxic polypeptide, small
1762012_at	0.59176488	7.94e-02	-1.956696	-5.24135	-0.1539	c4551	hypothetical protein
1766201_at	0.59176488	7.95e-02	-1.955738	-5.24282	-0.232	c2155	ABC transporter solute-binding protein
1764115_at	0.59176488	7.95e-02	-1.955444	-5.24327	-0.16554	c2512	transposase
1761916_s_at	0.59176488	7.96e-02	-1.954834	-5.24421	-0.31148	c0485	hypothetical protein
1762311_at	0.59176488	7.97e-02	-1.954385	-5.2449	-0.2341	hybD	hydrogenase 2 maturation endopeptidase
1761118_s_at	0.59176488	7.97e-02	-1.954339	-5.24497	-0.32446	xylG///xylG///xylG///ECs4450	xylose transporter ATP-binding subunit///xylose transporter ATP-binding subunit///D-xylose ABC transporter dual domain ATPase///xylose transporter ATP-binding protein
1762816_s_at	0.59216034	7.98e-02	-1.953343	-5.2465	-0.14456	yeiG///yeiG///yeiG///ECs3046	hypothetical protein///esterase///S-formylglutathione hydrolase///esterase
1764622_s_at	0.59286527	8.00e-02	1.952031	-5.24851	0.77736	malM///malM///malM///ECs5020	maltose regulon periplasmic protein///maltose regulon periplasmic protein///maltose regulon periplasmic protein///maltose regulon periplasmic protein
1760648_at	0.59328481	8.02e-02	-1.950717	-5.25052	-0.38964	c4545	hypothetical protein
1764640_at	0.59328481	8.02e-02	-1.950422	-5.25097	-0.335	iucA	IucA protein
1767336_at	0.59343491	8.03e-02	-1.949679	-5.25211	-0.3271	c0414	2,5-diketo-D-gluconate reductase A
1761571_s_at	0.59364613	8.04e-02	-1.948874	-5.25334	-0.40506	napH///napH///napH///napH	quinol dehydrogenase membrane component///quinol dehydrogenase membrane component///ferredoxin-type protein///quinol dehydrogenase membrane component
1763002_s_at	0.59741583	8.10e-02	-1.944249	-5.26042	-0.12052	yccT///Z1315///yccT///ECs1048	hypothetical protein///hypothetical protein///UPF0319 family protein///hypothetical protein
1768374_s_at	0.59741583	8.11e-02	-1.943859	-5.26102	-0.19404	c1186///Z4866///ECs4341	3-oxoacyl-ACP synthase///3-oxoacyl-ACP synthase///3-oxoacyl-ACP synthase
1768890_s_at	0.59742056	8.12e-02	-1.943267	-5.26192	-0.17536	aroM///aroM///aroM///ECs0440	hypothetical protein///hypothetical protein///AroM family protein///hypothetical protein
1761497_s_at	0.59769863	8.13e-02	1.942324	-5.26336	0.14062	caiD///caiD///caiD///ECs0039	carnitinyl-CoA dehydratase///carnitinyl-CoA dehydratase///carnitinyl-CoA dehydratase///carnitinyl-CoA dehydratase
1760623_s_at	0.59769863	8.14e-02	1.941811	-5.26415	0.06216		
1760696_s_at	0.59875348	8.16e-02	-1.940155	-5.26668	-0.43906	yjiH///yjiH///yjiH///ECs5288	hypothetical protein///hypothetical protein///nucleoside recognition pore and gate family putative inner membrane transporter///hypothetical protein
1761330_s_at	0.59944127	8.17e-02	-1.938873	-5.26864	-0.20014	sseB///sseB///sseB///ECs3388	enhanced serine sensitivity protein SseB///enhanced serine sensitivity protein SseB///rhodanase-like enzyme, sulfur transfer from thiosulfate///enhanced serine sensitivity protein SseB
1766398_s_at	0.60012351	8.20e-02	-1.937027	-5.27146	-0.21694	glk///glk///glk///glk	glucokinase///glucokinase///glucokinase///glucokinase
1760849_s_at	0.60012351	8.21e-02	-1.936284	-5.27259	-0.2348	galP///galP	galactose-proton symporter///D-galactose transporter
1766993_s_at	0.60012351	8.21e-02	1.936271	-5.27261	0.15952	fre///fre///fre///fre	FMN reductase///FMN reductase///NAD(P)H-flavin reductase///FMN reductase
1761237_at	0.60012351	8.22e-02	1.935845	-5.27326	0.31134	c5205	hypothetical protein
1767181_s_at	0.60097177	8.24e-02	1.934405	-5.27546	0.53838	c1538///ECs1176	hypothetical protein///hypothetical protein
1762811_s_at	0.60107641	8.26e-02	1.932687	-5.27809	0.08896	yacG///yacG///yacG///ECs0105	zinc-binding protein///zinc-binding protein///DNA gyrase inhibitor///zinc-binding protein
1761664_s_at	0.60107641	8.26e-02	-1.932533	-5.27832	-0.11826	aceE///aceE///aceE///aceE	pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding///pyruvate dehydrogenase subunit E1
1761845_s_at	0.60107641	8.27e-02	-1.932212	-5.27881	-0.12788	rbfA///rbfA///rbfA///rbfA	ribosome-binding factor A///ribosome-binding factor A///30s ribosome binding factor///ribosome-binding factor A
1766962_s_at	0.60107641	8.27e-02	-1.931777	-5.27947	-0.17604	ybjD///ybjD	hypothetical protein///putative OLD family ATP-dependent endonuclease; DUF2813 family protein
1760827_at	0.60107641	8.28e-02	1.931077	-5.28054	0.21366	c3597	transposase
1760270_s_at	0.60107641	8.28e-02	-1.930812	-5.28095	-0.37832	napD///napD///napD///ECs3096	assembly protein for periplasmic nitrate reductase///assembly protein for periplasmic nitrate reductase///assembly protein for periplasmic nitrate reductase///assembly protein for periplasmic nitrate reductase
1762306_s_at	0.60114205	8.29e-02	-1.930166	-5.28193	-0.24996	arcB///arcB///arcB///ECs4089	aerobic respiration control sensor protein ArcB///aerobic respiration control sensor protein ArcB///aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB///aerobic respiration control sensor protein ArcB
1761758_s_at	0.60114459	8.30e-02	1.929585	-5.28282	0.1855	atpI///atpI///atpI///ECs4681	F0F1 ATP synthase subunit I///F0F1 ATP synthase subunit I///ATP synthase, membrane-bound accessory factor///F0F1 ATP synthase subunit I
1761131_at	0.60192023	8.32e-02	1.928223	-5.28489	0.13658	c1249	hypothetical protein
1767527_s_at	0.60317915	8.35e-02	-1.925974	-5.28832	-0.171	rbn///rbn///yihY///rbn	ribonuclease BN///ribonuclease BN///BrkB family putative transporter, inner membrane protein///ribonuclease BN
1769016_at	0.60317915	8.36e-02	-1.925242	-5.28943	-0.14296	c1695	hypothetical protein
1760202_s_at	0.60317915	8.36e-02	1.925222	-5.28947	0.1467	yfgH///Z3769///yfgH///ECs3367	lipoprotein yfgH///outer membrane lipoprotein///outer membrane integrity lipoprotein///outer membrane lipoprotein
1763500_s_at	0.60358305	8.38e-02	-1.924179	-5.29105	-0.18294	ECs5537///c4472	hypothetical protein///hypothetical protein
1764565_at	0.60358305	8.39e-02	-1.923104	-5.29269	-0.15108	c2439	hypothetical protein
1768868_at	0.60358305	8.39e-02	1.923087	-5.29272	0.22578	c4510	hypothetical protein
1763805_s_at	0.60388379	8.40e-02	-1.922209	-5.29405	-0.06606		
1759178_s_at	0.60416683	8.41e-02	-1.92135	-5.29536	-0.29034	fruB///fruB///fruB///ECs3061	bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///fused fructose-specific PTS enzymes: IIA component/HPr component///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein
1759482_at	0.60457937	8.44e-02	-1.919562	-5.29808	-0.29236	focG	F1C minor fimbrial subunit protein G presursor
1767178_s_at	0.60457937	8.44e-02	-1.919259	-5.29854	-0.22466	idnT///idnT	Gnt-II system L-idonate transporter///L-idonate and D-gluconate transporter
1761532_at	0.60457937	8.44e-02	1.91921	-5.29861	0.20538	c5051	hypothetical protein
1759880_s_at	0.60457937	8.46e-02	-1.918404	-5.29984	-0.1741	yjbB///yjbB///yjbB///ECs4938	hypothetical protein///alpha helix protein///putative Na+/Pi-cotransporter///hypothetical protein
1764247_s_at	0.60457937	8.46e-02	1.917844	-5.30069	0.70922	ais///ais///ais///ECs3140	Ais protein///protein induced by aluminum///putative LPS core heptose(II)-phosphate phosphatase///aluminum-inducible protein
1762975_s_at	0.60457937	8.47e-02	-1.917286	-5.30154	-0.19376	rnk///rnk///rnk///ECs0649	nucleoside diphosphate kinase regulator///nucleoside diphosphate kinase regulator///regulator of nucleoside diphosphate kinase///nucleoside diphosphate kinase regulator
1766227_s_at	0.60457937	8.48e-02	1.916928	-5.30209	0.23138		
1763475_at	0.60495767	8.49e-02	-1.915977	-5.30353	-0.28148	sitB	SitB protein
1767064_s_at	0.60540904	8.50e-02	1.914923	-5.30513	0.09442	uxaB///uxaB///ECs2128	altronate oxidoreductase///altronate oxidoreductase, NAD-dependent///altronate oxidoreductase
1767428_s_at	0.60540904	8.51e-02	-1.914384	-5.30595	-0.14974	dld///dld	D-lactate dehydrogenase///D-lactate dehydrogenase, FAD-binding, NADH independent
1763667_at	0.60629978	8.53e-02	-1.912892	-5.30822	-0.1224	c1436	lysozyme from lambdoid prophage Qin
1759535_at	0.60629978	8.54e-02	1.912092	-5.30943	0.8185	papA	PapA protein
1759841_s_at	0.60629978	8.55e-02	1.911509	-5.31032	0.1704	c2676	hypothetical protein
1768992_s_at	0.60629978	8.56e-02	-1.910738	-5.31149	-0.11014	yphE///yphE///yphE///ECs3413	ABC transporter ATP-binding protein///ABC transporter ATP-binding protein///putative sugar ABC transporter ATPase///ABC transporter ATP-binding protein
1767310_s_at	0.60629978	8.56e-02	1.910649	-5.31162	0.23258	crp///crp///crp///ECs4208	cAMP-regulatory protein///cAMP-regulatory protein///cAMP-activated global transcription factor, mediator of catabolite repression///cAMP-regulatory protein
1763666_at	0.60900798	8.61e-02	-1.90712	-5.31698	-0.11026	c4536	hypothetical protein
1760083_s_at	0.60900798	8.62e-02	-1.906803	-5.31746	-0.09918	c3509///Z4270///ECs3802	ABC transporter ATP-binding protein///ABC transporter ATP-binding protein///ABC transporter ATP-binding protein
1759179_s_at	0.60922441	8.63e-02	1.905868	-5.31888	0.19126	osmB///osmB///osmB///ECs1856	lipoprotein///lipoprotein///osmotically and stress inducible lipoprotein///lipoprotein
1767694_s_at	0.60922441	8.64e-02	-1.905456	-5.3195	-0.12354	lipA///lipA///lipA///ECs0666	lipoyl synthase///lipoyl synthase///lipoate synthase///lipoyl synthase
1764984_s_at	0.60939016	8.65e-02	-1.904341	-5.32119	-0.09248	c3166///Z1890///ECs2172///ECs1637	head-tail joining protein of prophage///head-tail joining protein of prophage CP-933X///tail attachment protein///minor capsid protein
1764501_s_at	0.60939016	8.66e-02	1.903629	-5.32227	0.37334	ydfD	hypothetical protein
1760758_at	0.60939016	8.66e-02	-1.903597	-5.32232	-0.12198	c4987	transcriptional regulator of sorbose uptake and utilization genes
1761294_s_at	0.60990992	8.68e-02	-1.902079	-5.32462	-0.20472	ybiK///Z1051m///iaaA	L-asparaginase///L-asparaginase///Isoaspartyl peptidase
1759125_at	0.60990992	8.69e-02	-1.901952	-5.32481	-0.14468	c5421	hypothetical protein
1760533_s_at	0.61164021	8.72e-02	-1.899663	-5.32828	-0.31372	ycjG///ycjG///ycjG///ECs1904	hypothetical protein///muconate cycloisomerase I///L-Ala-D/L-Glu epimerase///muconate cycloisomerase I
1768419_s_at	0.61217526	8.74e-02	-1.898378	-5.33022	-0.18114	xni///xni///ygdG///xni	exonuclease IX///exonuclease IX///Ssb-binding protein, misidentified as ExoIX///exonuclease IX
1762334_s_at	0.61217526	8.74e-02	1.897896	-5.33095	0.08874	rpmB///rpmB///rpmB///rpmB	50S ribosomal protein L28///50S ribosomal protein L28///50S ribosomal subunit protein L28///50S ribosomal protein L28
1768041_s_at	0.61217526	8.75e-02	1.897445	-5.33163	0.09718		
1762537_s_at	0.61231711	8.76e-02	-1.896691	-5.33278	-0.34782	c3902	hypothetical protein
1760644_s_at	0.61231711	8.77e-02	1.896183	-5.33354	0.24762		
1762749_s_at	0.61279034	8.78e-02	-1.895153	-5.3351	-0.4287	ybcJ///ybcJ///ybcJ///ECs0590	hypothetical protein///hypothetical protein///ribosome-associated protein; putative RNA-binding protein///hypothetical protein
1767067_at	0.61359849	8.80e-02	-1.89379	-5.33716	-0.12024	c4895	hypothetical protein
1760809_at	0.61466772	8.84e-02	-1.891368	-5.34082	-0.29358	c4846	hypothetical protein
1767463_s_at	0.61466772	8.84e-02	-1.891282	-5.34095	-0.2222	osmY///osmY///osmY///ECs5334	periplasmic protein///hypothetical protein///salt-inducible putative ABC transporter periplasmic binding protein///hypothetical protein
1763579_s_at	0.61466772	8.85e-02	1.89053	-5.34209	0.14622	ygfX///Z4234///cptA///ECs3768	hypothetical protein///hypothetical protein///toxin of CptAB toxin-antitoxin pair///hypothetical protein
1759502_s_at	0.61466772	8.85e-02	-1.890496	-5.34214	-0.1419		
1762680_at	0.61496543	8.86e-02	-1.889643	-5.34343	-0.07014	poxB	pyruvate dehydrogenase, thiamine triphosphate-binding, FAD-binding
1762265_s_at	0.61520558	8.88e-02	-1.888383	-5.34533	-0.18132	yjfH///yjfH///rlmB///ECs5156	23S rRNA (guanosine-2'-O-)-methyltransferase///23S rRNA (guanosine-2'-O-)-methyltransferase///23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent///23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
1764987_at	0.61520558	8.88e-02	1.888293	-5.34547	0.07174	c5169	hypothetical protein
1763365_at	0.61529937	8.90e-02	-1.887029	-5.34738	-0.19254	c2493	hypothetical protein
1759213_s_at	0.61529937	8.92e-02	-1.885893	-5.34909	-0.61058	c2225	hypothetical protein
1767708_at	0.61529937	8.92e-02	1.885595	-5.34954	0.18522	talC	fructose-6-phosphate aldolase
1760852_s_at	0.61529937	8.94e-02	1.884607	-5.35103	0.88324	lamB///lamB///lamB///lamB	maltoporin///maltoporin///maltose outer membrane porin (maltoporin)///maltoporin
1767652_at	0.61529937	8.95e-02	-1.883983	-5.35197	-0.20014	lolE	outer membrane-specific lipoprotein transporter subunit LolE
1760371_at	0.61529937	8.96e-02	-1.883123	-5.35327	-0.08566	aslA	arylsulfatase
1764431_s_at	0.61529937	8.96e-02	1.882874	-5.35364	0.08024	c4249	hypothetical protein
1760993_at	0.61529937	8.96e-02	-1.882798	-5.35376	-0.07204	c0758	hypthetical protein
1759805_s_at	0.61529937	8.97e-02	1.882343	-5.35444	0.18076		
1767747_s_at	0.61529937	8.97e-02	1.882323	-5.35448	0.1421	c1469	hypothetical protein
1769261_s_at	0.61529937	8.97e-02	-1.882115	-5.35479	-0.11962	ybcL	kinase inhibitor
1767158_s_at	0.61612298	8.99e-02	1.880747	-5.35685	0.16288	yjeB///yjeB///nsrR///ECs5154	transcriptional repressor NsrR///transcriptional repressor NsrR///nitric oxide-sensitive repressor for NO regulon///transcriptional repressor NsrR
1759690_s_at	0.61747339	9.04e-02	-1.877829	-5.36125	-0.0981	Z5092///ECs4540	hypothetical protein///hypothetical protein
1759150_at	0.61747339	9.04e-02	1.877685	-5.36146	0.08422	yjcS	hypothetical protein
1766883_s_at	0.61747339	9.04e-02	-1.877569	-5.36164	-0.09722	ycdL///Z1510///rutB///ECs1257	isochorismatase family protein ycdL///synthetase///ureidoacrylate amidohydrolase///synthetase
1768903_s_at	0.61747339	9.05e-02	1.877213	-5.36217	0.121	yigN///rmuC///ECs4762	DNA recombination protein RmuC///DNA recombination protein///DNA recombination protein RmuC
1766873_s_at	0.61754206	9.06e-02	1.876596	-5.3631	0.10698	mdh///mdh///mdh///ECs4109	malate dehydrogenase///malate dehydrogenase///malate dehydrogenase, NAD(P)-binding///malate dehydrogenase
1763366_x_at	0.6177737	9.07e-02	-1.87576	-5.36436	-0.49934	c2530///yeeT///yeeT///ECs2804	hypothetical protein///hypothetical protein///CP4-44 prophage; uncharacterized protein///hypothetical protein
1766685_at	0.6177737	9.08e-02	-1.874909	-5.36564	-0.16202	pheP	phenylalanine transporter
1766107_s_at	0.6177737	9.08e-02	1.874725	-5.36592	0.3448	asnA///asnA///asnA///ECs4686	asparagine synthetase AsnA///asparagine synthetase AsnA///asparagine synthetase A///asparagine synthetase AsnA
1763121_at	0.61790319	9.09e-02	-1.874051	-5.36693	-0.27296	yjeS	electron transport protein yjeS
1761775_s_at	0.6190202	9.12e-02	-1.872401	-5.36941	-0.33296	dam///dam///dam///ECs4229	DNA adenine methylase///DNA adenine methylase///DNA adenine methyltransferase///DNA adenine methylase
1767435_s_at	0.62037401	9.15e-02	-1.870519	-5.37224	-0.16874	flgG///flgG///flgG///flgG	flagellar basal body rod protein FlgG///flagellar basal body rod protein FlgG///flagellar component of cell-distal portion of basal-body rod///flagellar basal body rod protein FlgG
1764711_at	0.62170523	9.18e-02	-1.867996	-5.37604	-0.09974	yhfW	mutase
1760356_s_at	0.62170523	9.19e-02	1.867658	-5.37654	0.28536	c0651///c1474	hypothetical protein///hypothetical protein
1766293_at	0.62170523	9.19e-02	1.867574	-5.37667	0.10962	c1502	hypothetical protein
1763305_s_at	0.62250712	9.21e-02	-1.865965	-5.37909	-0.12716	ycdK///Z1509///rutC///ECs1256	hypothetical protein///hypothetical protein///putative aminoacrylate deaminase, reactive intermediate detoxification; weak enamine/imine deaminase activity///hypothetical protein
1762856_s_at	0.62250712	9.22e-02	-1.865698	-5.37949	-0.09252	ydhU///ydhU///ydhU///ECs2377	PhsC protein///hypothetical protein///putative cytochrome b subunit of YdhYVWXUT oxidoreductase complex///hypothetical protein
1766868_s_at	0.62250989	9.23e-02	-1.865152	-5.38031	-0.16686	sucA///sucA///sucA///sucA	2-oxoglutarate dehydrogenase E1///2-oxoglutarate dehydrogenase E1///2-oxoglutarate decarboxylase, thiamine triphosphate-binding///2-oxoglutarate dehydrogenase subunit E1
1764033_s_at	0.62298965	9.25e-02	1.863728	-5.38244	0.10926	fliS///fliS///fliS///fliS	flagellar protein FliS///flagellar protein FliS///flagellar protein potentiates polymerization///flagellar protein FliS
1768307_s_at	0.62298965	9.25e-02	1.863596	-5.38264	0.16366	folB///folB///folB///folB	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase///bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase///dihydroneopterin aldolase and dihydroneopterin triphosphate 2'-epimerase///bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
1767400_s_at	0.62389577	9.27e-02	1.862164	-5.38479	0.12284	ycaR///ycaR///ycaR///ECs1000	hypothetical protein///hypothetical protein///peroxide and acid resistance protein, UPF0434 family///hypothetical protein
1764063_at	0.62699417	9.33e-02	-1.85859	-5.39015	-0.21764	sgaE	L-ribulose-5-phosphate 4-epimerase
1766211_s_at	0.6270817	9.34e-02	1.857964	-5.39109	0.19232	yhdA///yhdA///csrD///ECs4124	regulatory protein CsrD///regulatory protein CsrD///targeting factor for csrBC sRNA degradation///regulatory protein CsrD
1760107_s_at	0.62740458	9.35e-02	-1.856895	-5.39269	-0.38726	Z3513///ECs3143	bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase///bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
1764507_at	0.62740458	9.36e-02	-1.856112	-5.39386	-0.10252	c0036	hypothetical protein
1759240_s_at	0.62740458	9.36e-02	-1.856027	-5.39399	-0.28164	c2985///Z3716///eutQ///ECs3322	ethanolamine utilization protein EutQ///ethanolamine utilization protein EutQ///RmlC-like cupin domain protein///ethanolamine utilization protein EutQ
1762014_s_at	0.627588	9.38e-02	1.854767	-5.39587	0.16572	ydcF///ydcF	hypothetical protein///DUF218 superfamily protein, SAM-binding
1764145_at	0.627588	9.39e-02	-1.854222	-5.39669	-0.19794	c1485	hypothetical protein
1768681_s_at	0.627588	9.40e-02	-1.85373	-5.39743	-0.41116	c1363	hypothetical protein
1761377_s_at	0.627588	9.41e-02	-1.853227	-5.39818	-0.12782	c2670///yohF///yohF///ECs3024	hypothetical protein///acetoin dehydrogenase///putative oxidoreductase///acetoin dehydrogenase
1767552_at	0.627588	9.41e-02	1.853156	-5.39829	0.09404	yfeN	hypothetical protein
1767873_s_at	0.62786698	9.42e-02	-1.852346	-5.3995	-0.18736	flhA///flhA///flhA///flhA	flagellar biosynthesis protein FlhA///flagellar biosynthesis protein FlhA///putative flagellar export pore protein///flagellar biosynthesis protein FlhA
1763326_s_at	0.62817017	9.44e-02	-1.851404	-5.40091	-0.15278	ygbN///ygbN	inner membrane permease YgbN///putative transporter
1767557_s_at	0.62817017	9.44e-02	1.850977	-5.40155	0.24292	fimF///fimF///fimF///ECs5277	FimF protein///fimbrial morphology protein///minor component of type 1 fimbriae///protein FimF
1759799_s_at	0.62903236	9.48e-02	-1.848691	-5.40496	-0.14708	pyrF///pyrF///pyrF///ECs1854	OMP decarboxylase; OMPDCase; OMPdecase///OMP decarboxylase; OMPDCase; OMPdecase///orotidine-5'-phosphate decarboxylase///OMP decarboxylase; OMPDCase; OMPdecase
1760721_s_at	0.62903236	9.48e-02	1.848372	-5.40544	0.31644	srlA///srlA_2///srlA	PTS system, glucitol/sorbitol-specific IIC2 component///PTS system, glucitol/sorbitol-specific IIC component, one of two; frag///glucitol/sorbitol-specific enzyme IIC component of PTS
1761448_s_at	0.62903236	9.49e-02	1.848175	-5.40574	0.21222	papJ///papJ_2	PapJ protein///PapJ protein
1766926_s_at	0.62903236	9.49e-02	-1.84784	-5.40624	-0.08506	zraP///c4960///zraP	zinc resistance protein///hypothetical protein///zinc resistance protein
1762642_at	0.62903236	9.50e-02	-1.84746	-5.4068	-0.15024	c3649	hemolysin expression modulating protein
1764370_s_at	0.62934128	9.51e-02	-1.846307	-5.40853	-0.30276	yfiD///yfiD///grcA///ECs3445	autonomous glycyl radical cofactor GrcA///autonomous glycyl radical cofactor GrcA///autonomous glycyl radical cofactor///autonomous glycyl radical cofactor GrcA
1761490_s_at	0.62934128	9.52e-02	-1.845682	-5.40946	-0.11114	yphB///yphB///yphB///ECs3410	hypothetical protein///hypothetical protein///mutarotase superfamily protein, YphB family///hypothetical protein
1761866_s_at	0.62934128	9.53e-02	-1.845146	-5.41026	-0.43774	ybdB///ybdB///entH///ECs0636	hypothetical protein///hypothetical protein///enterobactin synthesis proofreading thioesterase///hypothetical protein
1763308_s_at	0.62934128	9.56e-02	-1.843204	-5.41316	-0.1829	envZ///envZ///envZ///envZ	osmolarity sensor protein///osmolarity sensor protein///sensory histidine kinase in two-component regulatory system with OmpR///osmolarity sensor protein
1769055_at	0.62934128	9.56e-02	-1.843088	-5.41333	-0.14308	topB	DNA topoisomerase III
